iteration,particle,val_error,train_error,gamma,c,time
0,0,0.11084519460889286,0.11227285610808424,5.85564871534591,1.6848581679351016,152.67013001441956
0,1,0.04383423604988035,0.043586432778005224,6.49576902888993,7.710230698775967,240.1411473751068
0,2,0.05013225847084013,0.05171164929298022,4.253209635010425,9.539184439310544,321.70444107055664
0,3,0.07267917873787633,0.07347337259471542,5.683577571503311,5.632389534126567,406.0727951526642
0,4,0.200151152538103,0.2048940257613454,3.0178950054689357,0.10005767790530973,480.3661301136017
0,5,0.0555485577528656,0.0562466538594778,8.206020118775013,4.941424482995699,566.3584187030792
0,6,0.1110971155057312,0.11044625704657829,1.5444691803494082,6.2766489227492634,648.7054212093353
0,7,0.040937145736238856,0.041413409756558384,7.002242241032355,7.167279855346313,735.1040637493134
0,8,0.16752739639753123,0.17217270809057417,0.9620772896948881,2.0804379575078547,817.4086012840271
0,9,0.0751983877062602,0.07341038642018072,3.1509802070929096,8.616521447315876,903.82790184021
0,10,0.10290968635848341,0.10055742764463205,9.898023204976166,2.5040657401669755,985.8436930179596
0,11,0.10366544904899866,0.10452555664031749,2.832775995048691,2.2805162094828724,1063.5867021083832
0,12,0.10379140949741783,0.1012502755645136,1.3041802448898643,8.68755381598698,1147.8049709796906
0,13,0.09371457362388214,0.09243221112965705,1.09694849412734,9.038317697895332,1230.7892603874207
0,14,0.11386824537095352,0.11416244134412501,1.9792109359678611,4.471967511747169,1311.7879564762115
0,15,0.0876684720997607,0.08758227569048593,1.7659683497155731,9.708645151037697,1394.9204103946686
0,16,0.08615694671873031,0.08531477340723714,9.672896363735727,3.662951706255412,1477.0464189052582
0,17,0.10089431918377634,0.1012502755645136,1.2926450491964292,5.0259728944173006,1556.6668558120728
0,18,0.10316160725532186,0.1007148930809687,9.436761227172102,2.5640899398162875,1635.0367045402527
0,19,0.14057186043582315,0.1415299341794476,6.863451784152776,0.45966317381323507,1708.9475655555725
1,0,0.10719234160473612,0.10695052435990304,6.044502717925797,2.587861068530169,1788.2394077777863
1,1,0.04106310618465803,0.04084653418574624,7.2184546027749725,6.935495268612711,1871.1588425636292
1,2,0.04748708905403698,0.04780650647182938,5.3469198110584,8.595515683103793,1953.7513933181763
1,3,0.036528530041566976,0.036154064182911894,7.53520251516341,7.787631325482034,2037.890375137329
1,4,0.037410253180501285,0.036531981230120025,7.447686355429186,7.95738481808074,2123.6178681850433
1,5,0.040181383045723607,0.04021667244039928,6.074841183939787,8.882098397388354,2208.7919430732727
1,6,0.0943443758659781,0.09258967656599382,4.301549252447076,6.726565174039825,2290.10821390152
1,7,0.05113994205819372,0.053191824394545395,7.002242241032355,7.167279855346313,2376.5856504440308
1,8,0.10744426250157446,0.10713948288350705,3.6970168778038044,4.3837203011082435,2458.6683983802795
1,9,0.03778813452575891,0.03678392592825874,10.612825671939401,5.8086063521585185,2543.168810606003
1,10,0.04194482932359245,0.04238969546184612,7.140304726107233,6.944951254808415,2628.7914719581604
1,11,0.02544401058067769,0.026485686391837016,10.227987732678592,10.94796900580274,2716.942531347275
1,12,0.03804005542259725,0.03848455264069539,8.277992406873384,6.8269027659562465,2799.7555932998657
1,13,0.037284292732082114,0.03750826693540765,10.05361824130974,6.20047952109417,2885.5650959014893
1,14,0.04950245622874416,0.05013699492961299,5.902350556844248,6.577088105988662,2970.366835832596
1,15,0.03942562035520847,0.03892545586243823,9.127948773599536,6.135592643634743,3053.578251361847
1,16,0.04899861443506737,0.05057789815135583,8.758838780272848,4.862342406978788,3141.728939771652
1,17,0.11185287819624634,0.11129657040279661,1.7036677690907218,5.180121388897454,3233.6970977783203
1,18,0.04232271066884996,0.04289358485812367,7.477498941966198,6.268664208690125,3322.0284473896027
1,19,0.03678045093840532,0.03719333606273423,7.029255939353214,8.472827351627782,3407.557265520096
2,0,0.054162992820254385,0.05583724372500232,7.70461446887755,5.905361520174867,3501.3434150218964
2,1,0.01687870008817227,0.01747866343337634,13.172527445236264,14.873789973631432,3600.87211561203
2,2,0.019901750850233046,0.02065946524737816,14.293646861161402,12.907432278869834,3687.6626131534576
2,3,0.02128731578284415,0.021950681825339324,10.595301923793219,11.3790605281215,3782.475752353668
2,4,0.02645169416803128,0.027115548137183865,10.320748586907293,11.047745650941254,3882.2641685009003
2,5,0.020531553092329013,0.021698737127200607,14.111555830231266,12.879745092766536,3967.5678956508636
2,6,0.030356468069026366,0.032091455925424395,7.773584387016405,9.199696797691448,4054.475088119507
2,7,0.03778813452575891,0.03835858029162598,7.2339761917041825,7.438880338200979,4141.892925739288
2,8,0.021791157576520948,0.021856202563537264,12.086490320709126,12.815941391109718,4230.323171615601
2,9,0.025066129235420065,0.026328220955500248,10.272720872602342,10.350575128406057,4317.5789494514465
2,10,0.037284292732082114,0.0368784051900608,7.793552400887231,7.791852323465659,4403.630928277969
2,11,0.024940168787000894,0.025194469813875853,10.227987732678592,10.94796900580274,4492.337919950485
2,12,0.0387958181131125,0.038421566466160684,8.450730325860722,7.1919623108995685,4578.582434892654
2,13,0.022546920267036197,0.024659087330330953,10.23190076537913,11.054507606410514,4666.075386047363
2,14,0.023302682957551335,0.0246275942430636,11.591365083898882,12.325606514787403,4753.675584793091
2,15,0.025066129235420065,0.027052561962649158,9.863145866487123,9.351883377836444,4838.069945335388
2,16,0.04232271066884996,0.04308254338172768,8.924576503652474,5.548874494944385,4920.393612146378
2,17,0.017886383675525863,0.018580921487733493,18.915315348010243,16.826113197644656,5011.133474826813
2,18,0.028593021791157525,0.029099612635026584,9.080558499177728,8.995890111753805,5102.036998748779
2,19,0.02292480161229371,0.024690580417598307,10.667419913962219,11.28799654370061,5190.93230843544
3,0,0.024310366544904927,0.025761345384688106,10.722877510587221,10.855893150857781,5281.751459360123
3,1,0.021791157576520948,0.021982174912606678,13.172527445236264,14.873789973631432,5370.618255376816
3,2,0.018642146366041112,0.020848423770982283,12.334671969199468,16.343324386291275,5460.137404203415
3,3,0.017130620985010725,0.01782508739331712,15.48890592997128,18.014809659412172,5549.435578346252
3,4,0.013603728429273154,0.014423833968443933,15.592570487167752,18.120602717966506,5632.322546720505
3,5,0.021539236679682605,0.0221711334362108,13.814163228428274,13.511264016697153,5722.190731525421
3,6,0.022420959818616915,0.02399773249771675,10.769102330228305,12.347877420583334,5813.498857021332
3,7,0.016374858294495476,0.01728970490977233,12.871111444523901,14.496425085749667,5901.4677720069885
3,8,0.021791157576520948,0.022769502094290295,13.096804830591918,14.730308989702312,5991.578555583954
3,9,0.012596044841919674,0.012786193430541992,15.19302290826683,18.025426072169275,6077.423261880875
3,10,0.014485451568207575,0.015809529808207046,13.545892261311602,15.365360640238075,6165.617654323578
3,11,0.01927194860813708,0.020564985985576212,13.29055293359904,15.031147992943161,6250.48955655098
3,12,0.021539236679682605,0.022234119610745395,14.159666450460662,16.479753026592345,6339.0008137226105
3,13,0.01234412394508122,0.013510534437690902,14.285492283417282,16.319307356343934,6425.91922044754
3,14,0.018642146366041112,0.01911630397127828,14.521501796485323,17.047781849677765,6515.691561222076
3,15,0.015241214258722713,0.016817308600762138,13.252810284583918,15.007746826165349,6606.07178401947
3,16,0.027963219549061558,0.02916259880956129,10.148563949704373,8.235718019825718,6692.4695608615875
3,17,0.02305076206071288,0.02415519793405352,9.062329245057775,13.476483380150986,6776.456697940826
3,18,0.01662677919133393,0.01766762195698046,14.603723220041225,16.929628020777155,6863.815536022186
3,19,0.018642146366041112,0.01993512424022925,14.150896154380893,16.27422011305802,6953.710475444794
4,0,0.02292480161229371,0.02434415645765753,10.728137877164887,10.863960136293777,7041.198908090591
4,1,0.013729688877692436,0.015463105848266268,13.244725980016339,14.96756134308596,7129.629462003708
4,2,0.01763446277868752,0.018077032091455947,15.567861210244578,16.303519796262318,7219.3794956207275
4,3,0.010958559012470115,0.011243032154442112,15.252887464101335,17.68228072923507,7303.772491931915
4,4,0.02368056430280896,0.02409221175951881,14.92598828915688,17.201980237711002,7405.642830133438
4,5,0.02116135533442498,0.022328598872547456,14.167988802811017,15.61925531709625,7497.873734712601
4,6,0.019775790401813875,0.020690958334645515,16.911561366480303,19.28520405969269,7582.831401824951
4,7,0.018894067262879455,0.01955720719302112,13.008421603098645,14.673393160228265,7679.909296274185
4,8,0.01587101650081879,0.016911787862564198,13.863578519104077,15.755306886107798,7779.929412126541
4,9,0.015996976949237962,0.01665984316442537,14.768617357207297,17.227561808489053,7869.713281393051
4,10,0.015619095603980337,0.016502377728088713,14.42125341339672,16.49441400892351,7965.061702489853
4,11,0.015241214258722713,0.016817308600762138,14.396573028041653,16.463124867740536,8063.343680858612
4,12,0.015996976949237962,0.01747866343337634,14.192286321570096,16.438158093655368,8161.720655918121
4,13,0.014737372465046028,0.015274147324662257,14.285492283417282,16.319307356343934,8252.451567411423
4,14,0.01939790905655625,0.02009258967656602,14.388956698733827,16.638663921873867,8342.751302957535
4,15,0.021413276231263434,0.021509778603596486,13.430403817569466,15.233299966959855,8430.106386184692
4,16,0.013729688877692436,0.016092967593613228,15.524761184908037,18.740848187866714,8514.594284057617
4,17,0.0148633329134652,0.015715050546405096,18.921720626790083,18.842678921973846,8606.25010561943
4,18,0.016374858294495476,0.017321197997039683,14.041992076939461,15.852309366193191,8692.932747125626
4,19,0.018768106814460284,0.018265990615059957,14.417525376614407,16.363536029466925,8780.43645310402
5,0,0.018012344123945034,0.018517935313198786,14.725154113291804,16.887042207351968,8864.785724878311
5,1,0.020657513540748185,0.021415299341794425,13.420714592723122,15.205470347139128,8949.226049900055
5,2,0.01322584708401564,0.013919944572166387,14.98881889097026,18.838210189125373,9034.681241750717
5,3,0.01234412394508122,0.013069631215948063,15.252887464101335,17.68228072923507,9120.47915506363
5,4,0.015996976949237962,0.016880294775296845,14.984634929200688,17.288147509451782,9207.431710481644
5,5,0.01322584708401564,0.01366799987402767,16.274606869887027,19.625165510477512,9293.924696683884
5,6,0.012596044841919674,0.013699492961295023,15.87630390401656,18.28474318716469,9380.236724853516
5,7,0.018642146366041112,0.01927376940761505,13.17108275701775,14.891453560473717,9469.306671619415
5,8,0.012973926187177187,0.013353069001354245,16.293762509747044,19.12597616799664,9556.76440000534
5,9,0.017382541881849067,0.01829748370232731,14.845294101039169,17.29955957524193,9642.817508935928
5,10,0.010706638115631661,0.011778414637987011,15.582659101543538,18.153310929463583,9732.019923210144
5,11,0.019020027711298626,0.019336755582149756,16.072994168293594,18.84988675496984,9818.787086725235
5,12,0.012722005290338845,0.014581299404780701,14.410527622667322,16.694162855318567,9909.13939833641
5,13,0.018012344123945034,0.019084810884010928,14.356374540191057,16.419174122813427,9998.911213636398
5,14,0.016248897846076304,0.01684880168802949,14.888310055616826,17.241876096906957,10093.217184305191
5,15,0.013351807532434812,0.01448682014297864,15.639884779273974,18.202312270650264,10196.349219322205
5,16,0.010706638115631661,0.011557963027115536,15.361933988153412,18.106864250937384,10290.86146903038
5,17,0.017886383675525863,0.018517935313198786,16.64866758664792,18.123745538301716,10375.934005022049
5,18,0.011210479909308457,0.012156331685195143,15.738347425746356,18.415934385143366,10461.700940847397
5,19,0.010832598564050833,0.011400497590778769,15.407586099022312,17.926495792282925,10549.034195184708
6,0,0.010076835873535694,0.010266746449154374,15.959033233152583,19.250673673960517,10632.687085866928
6,1,0.015115253810303542,0.015966995244543813,14.97090437895986,17.522421849944728,10719.798017501831
6,2,0.011210479909308457,0.011337511416244173,15.012192478999687,18.792395429027874,10807.997008800507
6,3,0.017760423227106692,0.018990331622208978,15.298262726958884,17.858953842566272,10898.01580119133
6,4,0.015493135155561166,0.01593550215727646,15.001169571959018,17.32402671063056,10985.76283288002
6,5,0.013981609774530779,0.014738764841117358,15.714317127912212,18.693080600348598,11072.122321367264
6,6,0.022294999370197743,0.023871760148647336,14.951580707409047,17.964956252811746,11159.701836824417
6,7,0.01851618591762183,0.019683179542090534,14.625662309864605,17.026272473727452,11246.2533557415
6,8,0.012470084393500391,0.013888451484899034,14.707122909984177,17.39071770925028,11331.63473534584
6,9,0.011588361254566082,0.012439769470601214,15.579901143300704,18.4474610726062,11419.777448415756
6,10,0.015493135155561166,0.016628350077158016,15.44384267134611,18.1241001069681,11506.441752195358
6,11,0.023176722509132164,0.023651308537775972,15.550091377040033,18.30347935912019,11607.857945203781
